CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
126.23,822.85,99.66,42.455,153.92,92.53,95.76,21.935,22.745,177.38749999999996
126.21,,99.65,42.5,153.86,92.62,95.75,21.99,22.76,177.34
126.24,823.12,99.685,42.495,153.89,92.62,95.755,22.01,22.79,177.445
126.28,823.21,99.61000000000003,42.505,153.96,92.61000000000003,95.78,22.03,22.8,177.36
126.31,823.36,99.615,42.51,153.97,92.6501,95.8101,22.02,22.79,177.41
126.29,823.24,99.6,42.52,154.0,92.65,95.79,22.015,22.785,177.38
126.26,823.0399999999998,99.56,42.52,153.995,92.62,95.76,22.02,22.81,
126.27,822.86,99.6,42.51,154.0175,92.65,95.74,22.05,22.82,177.4
126.29,823.0601,99.61000000000003,42.52,154.06,92.65,95.755,,22.83,177.44
126.28,822.9601,99.6,42.525,154.07499999999996,92.57,95.75,22.06,22.83,177.39
126.27,822.72,99.52,42.51,154.07,92.545,95.74,,22.83,177.34
126.27,822.39,99.53,42.5,154.11,92.595,95.73500000000003,22.05,22.81,177.34
126.28,822.43,99.53,42.505,154.16,92.58,95.73500000000003,22.05,22.805,177.39
126.335,822.5799,99.51,42.5,154.15,92.6307,95.73500000000003,22.06,22.82,177.44
126.35,822.48,99.53,42.51,154.01,92.64,95.73,,22.82,177.44
126.37,822.46,99.53,42.51,154.01,92.64,95.725,22.06,22.81,177.385
126.38,822.61,99.55,42.51,154.02,92.68,95.73500000000003,22.06,22.83,177.42
126.36000000000003,822.88,99.53,42.5,153.97,92.64,95.73500000000003,22.06,22.86,177.46
126.31,822.8853,99.55,42.5,153.97,92.625,95.72,22.06,22.845,177.3384
126.24,823.019,99.52,42.495,153.9103,92.59,95.72,22.06,22.82,
126.19,822.1499999999999,99.47,42.48,153.9,92.52,95.72,22.06,22.81,177.36
126.21,822.09,99.48,42.48,153.89,92.52,95.73,22.05,22.835,177.32
126.23,821.9727,99.47,42.48,153.93,92.5,95.699,22.05,22.81,177.35
126.2099,821.995,99.48,42.47,153.89,92.47,95.7,22.05,22.815,177.29
126.2,821.58,99.5,42.475,153.88,92.52,95.68,22.0525,22.81,177.26
126.23,821.7899999999998,99.52,42.485,153.87,92.45,95.67,22.05,22.81,177.18
126.23,821.63,99.52,42.49,153.93,92.42,95.665,22.04,22.79,177.33
126.22,821.48,99.495,42.485,153.88,92.38,95.66,22.03,22.82,177.3
126.2,821.31,99.48,42.5,153.91,92.34,95.67,22.03,22.82,177.31
126.21,821.475,99.47,42.51,153.895,92.3401,95.66,22.0,22.78,177.35
126.28,821.73,99.47,42.52,154.01,92.395,95.67,22.03,22.81,177.49
126.3,821.64,99.43,42.53,153.985,92.375,95.68,22.04,22.82,177.44
126.29,821.74,99.45,42.55,154.02,92.4,95.68,22.06,22.82,177.49
126.37,821.7899999999998,99.48,42.565,153.97,92.44,95.76,22.05,22.815,177.55
126.2,820.9199999999998,99.4,42.53,153.81,92.34,95.65,22.02,22.81,177.4
125.6,823.94,99.05,42.41,153.57,91.85,95.44,21.97,22.75,176.27
125.8124,824.6699999999998,,42.48,154.02,91.85,95.48,,,176.31
126.11000000000003,823.38,99.38,42.54,,91.86000000000001,,,,176.35
,823.08,99.25,42.5125,154.22999999999996,91.92,95.36000000000003,,,176.35
126.22,822.4249999999998,99.36000000000003,42.46,154.44,92.07,95.24,21.83,22.68,176.44999999999996
125.98,823.84,99.36000000000003,42.51,,92.1,95.24,21.99,22.8125,176.87
125.91,822.93,99.22,42.42,153.89,92.025,95.27,21.87,22.72,176.81
125.86000000000003,823.5499999999998,99.17,42.43,153.63,91.88,95.47,21.87,22.66,176.93
125.94,824.365,99.05,42.45,153.84,91.82,95.55,21.82,22.64,177.05
125.81,825.2786,99.06,42.47,154.07,91.82,95.56,21.83,,177.03
126.02,825.0639999999999,98.84,42.52,154.09,91.83,95.47,21.83,22.7,177.09
126.09,826.09,98.99,42.52,154.03,91.85,95.556,21.92,22.75,177.22
126.06,827.06,99.02,42.475,154.01,91.85,95.58,22.05,22.85,177.46
126.05,826.625,99.01,42.485,153.89,91.84,,22.06,22.85,177.44
126.02,826.2,99.005,42.48,153.81,91.84,95.54,22.1,22.88,177.4766
125.92,826.7899999999998,99.005,42.475,,91.95,95.392,22.14,22.95,177.585
125.98,826.76,99.025,42.45,153.88,91.9,95.33,22.07,22.95,177.72
125.87,826.5,98.99,42.45,153.9,91.92,95.27,22.05,22.96,177.57
125.855,825.95,99.0,42.445,,91.94,95.23,22.04,22.95,177.39
,826.21,98.9,42.435,154.025,91.98,95.3026,22.06,22.97,177.29
125.85,825.9199999999998,99.01,42.43,154.06,91.975,95.382,22.09,23.04,177.44999999999996
,825.89,98.96,42.37,154.02,91.97,95.336,22.045,22.95,177.25
125.98,826.0,99.05,42.395,154.01,91.96,,22.07,22.96,177.3
125.955,826.35,99.03,42.37,154.04,92.01,95.4,22.085,23.0,177.53
125.93,826.43,98.98,42.37,154.005,92.04,95.34,22.095,23.0,177.58
126.02,826.35,99.0,42.36,153.99,92.15,95.355,22.07,23.0,177.6549
126.01,826.9099999999999,99.035,42.38,154.0,92.19,95.31,22.085,23.0,178.06
126.01,827.2499,98.99,42.37,154.0,,,22.085,23.0,178.06
126.0,827.48,99.02,42.395,153.94999999999996,92.1,95.26,22.05,22.94,177.94999999999996
125.96,827.2999999999998,99.02,42.375,154.03,92.11000000000001,95.25,22.045,22.94,178.06
126.01,828.0,99.09,42.4,154.01,92.08,95.32,22.07,22.962,177.99
125.98,827.95,99.0,42.39,153.89,92.09,95.38,22.09,,177.99
125.97,828.1752,99.07,42.39,,92.0,95.42,22.065,22.9625,178.19999999999996
125.9406,828.0,99.04,42.37,153.92,92.06,95.44,22.03,22.91,178.14
125.94,828.11,99.06,42.36,,92.05,,22.1,22.96,178.27
125.93,828.21,99.04,42.34,153.985,,95.34,22.085,22.99,178.3
125.88,828.22,99.04,42.365,154.01,92.08,95.42,22.08,22.94,178.39
125.9,828.44,99.01,42.35,154.01,92.12,95.394,22.1,22.98,178.37
125.95,828.38,99.01,42.34,153.93,92.1047,95.37,22.1,22.9668,178.19
,828.0,99.03,42.34,153.64,92.05,,22.1,22.99,178.1449
126.21,827.88,99.03,42.35,153.63,92.01,95.23,22.11,23.0,177.86
126.23,828.0,99.02,42.38,153.58,92.1,95.25,22.11,23.0,177.91
126.21,828.62,99.1,42.37,153.66,92.175,95.3,22.14,23.0525,178.03
126.26,828.395,99.07,42.39,153.79,92.21,95.33,22.16,23.1,178.22999999999996
,828.2899999999998,99.01,42.4,153.82,92.07,95.29,22.16,23.08,178.01
126.29,828.0,99.0,42.4,153.88,92.19,,22.17,23.09,178.13
126.23,828.09,98.97,42.38,153.94,92.05,95.2,22.21,23.12,178.15
126.24,827.08,98.995,42.37,153.84,92.08,95.16,22.2,23.1,178.15
126.2954,827.34,98.96,42.39,153.798,92.035,95.19,22.19,,178.32
126.34,827.5,98.99,42.39,153.9,92.135,95.2,22.2,23.1,178.3295
126.31,828.06,98.99,42.37,153.9,92.21,95.19,22.185,23.1,178.29
126.23,828.27,98.98500000000003,42.36,153.87,92.05,95.1,22.17,23.1,178.37
126.18,828.69,99.0,42.34,153.91,92.05,95.2,22.24,23.1,178.44
126.1307,828.6699999999998,98.98,42.361,153.9225,92.16,95.2,22.24,,178.41
126.15,828.6699999999998,98.99,42.365,153.905,92.0701,95.27,22.17,,178.25
126.16,828.3999999999999,99.03,42.4,153.99,92.08,95.24,22.17,23.07,178.22
126.17,828.5299999999999,99.09,42.375,153.86,92.1,95.21,22.18,23.1,178.16
126.14,828.6987,99.08,42.375,153.9,92.02,95.19,22.18,23.11,178.21
126.19,828.86,99.08,42.37,153.84,92.03,95.18,22.2,23.13,178.1
126.22,828.9564,,42.37,153.84,92.085,95.18,22.19,23.12,178.08
126.27,829.11,99.15,42.38,,92.02,95.24,22.17,23.105,178.14
126.31,829.46,99.12,42.38,153.9,92.13,95.34,22.27,23.19,178.19
126.36000000000003,829.37,99.2,42.39,153.99,92.13,95.31,22.27,23.2,178.22
126.49,829.4278,99.21,42.38,153.96,92.22,95.32,22.3,23.22,178.28
126.48,829.25,99.19,42.39,153.91,,95.31,22.29,23.24,178.28
126.49,828.95,99.19,42.38,,92.14,95.26,22.32,23.25,178.22
126.45,829.1499999999999,99.19,42.375,153.92,92.1,95.27,22.32,23.26,178.27
126.41,829.2109,99.25,42.35,153.86,92.09,95.29,22.31,23.24,178.36
126.49,829.38,99.32,42.3662,153.94999999999996,92.12,95.38,22.37,23.3,178.32
126.47,829.2224,99.26,42.38,153.86,92.1,95.37,22.38,23.31,178.36
126.4,828.75,99.25,42.37,,,95.42,22.36,23.32,178.42
126.27,828.7999999999998,99.12,42.37,153.96,92.05,95.415,22.37,23.32,178.39
,828.98,99.15,42.37,153.99,92.08,95.43,22.36,23.3,178.33
126.24,828.96,99.19,42.37,,92.11000000000001,95.45,22.37,23.3,178.3
126.25,828.83,99.16,42.355,154.06,92.105,95.41,22.36,23.32,178.17
126.17,828.748,99.16,42.37,153.97,92.11000000000001,95.44,22.39,23.35,178.16
126.32,829.08,99.17,42.385,154.01,92.19,95.5,22.4,23.35,178.29
126.3,828.5,99.18,42.37,154.06,92.205,95.42,22.48,23.43,178.28
,828.7,99.09,42.36,,92.2,95.42,22.48,23.44,
126.23,828.58,99.08,42.36,154.04,92.225,95.37,22.48,23.45,178.19
126.21,828.305,99.03,42.355,154.05,92.17,95.3652,22.51,23.44,178.13
126.14,828.2760000000002,,42.37,154.1,92.19,,22.48,23.42,178.19
126.17,828.23,99.1,42.38,154.16,92.17,95.4,22.47,23.41,178.3
126.17,828.3999999999999,99.1,42.4,154.15,92.18,95.47,22.4,23.345,178.15
,828.4049999999999,99.04,42.43,154.19999999999996,92.14,95.44,22.44,23.3758,178.24
126.18,828.11,99.03,42.46,,92.11000000000001,,,23.38,178.2305
126.18,827.7403,99.02,42.465,154.165,92.05,95.39,,23.36,178.07
126.13,827.84,99.05,42.455,,92.1109,95.39,22.41,23.39,178.11
126.16,827.86,99.05,42.41,154.19,92.14,95.4,22.41,23.36,177.92
126.13,828.1699999999998,99.12,42.42,154.185,92.21,95.4336,22.41,23.36,177.94999999999996
126.08,827.975,99.07,42.42,154.15,92.24,95.41,22.45,23.37,177.76
126.125,828.38,99.06,42.43,154.155,92.26,95.44,22.51,23.46,177.84
126.155,828.0,99.01,42.4,154.16,92.125,95.4,22.44,23.41,177.69
126.2,827.58,99.02,42.38,154.09,,95.37,22.45,,177.72
126.24,827.4149999999998,99.02,42.36,153.99,92.13,95.33,22.44,23.37,177.71
126.21,827.62,98.975,42.35,153.94999999999996,92.06,95.32,22.52,23.45,177.71
126.22,827.73,98.99,42.41,154.0371,92.04,95.31,22.52,23.48,177.75
126.23,827.5219999999999,99.02,42.41,153.97999999999996,92.02,95.31,22.52,23.43,177.63
126.26,827.59,99.02,42.4,153.94,91.99,95.29,22.53,23.49,
126.27,827.56,99.045,42.43,,92.02,95.32,22.63,23.53,177.76
126.22,,99.06,42.44,153.96,91.91,95.36000000000003,22.54,23.46,177.83
126.32,827.58,99.05,42.5,153.93,91.96,95.3287,,23.42,177.86
126.37,827.745,99.04,42.49,153.99,91.97,,,,177.88
126.33,827.7849999999999,99.08,42.48,153.99,91.93,95.38,,23.48,177.83
126.32,827.5349999999999,99.12,42.49,153.92,91.92,95.36000000000003,22.5201,23.47,177.88
126.32,827.72,99.18,42.5,153.94999999999996,91.91,,22.505,23.42,177.83
126.36000000000003,827.6,99.315,42.505,,91.86000000000001,95.342,22.52,23.41,177.9
,827.45,99.29,42.49,153.89,91.87,95.33,22.48,23.365,177.91
,827.72,99.35,42.49,153.86,91.87,95.38,22.5,23.39,177.79
126.26,827.6,99.38,42.495,153.94999999999996,91.82,95.4,22.51,23.4,177.74
126.21,827.45,99.4,42.5,153.96,91.79,95.41,22.5,23.3707,177.85
126.27,827.69,99.38,42.495,154.0,91.85,95.435,22.48,23.38,177.9
126.18,827.51,99.33,42.49,,91.79,95.41,22.47,23.365,177.84
126.26,827.6,99.31,42.49,154.07,91.75,95.349,22.44,23.32,177.85
126.27,827.87,99.36000000000003,42.49,153.96,91.74,95.36000000000003,22.42,23.27,177.9
126.23,827.6599999999999,99.34,42.495,153.93,91.68,95.33,22.41,23.26,177.9
126.25,828.0342,99.33,42.515,,,95.315,22.36,23.2101,177.97999999999996
126.19,828.005,99.38,42.49,154.03,91.6583,95.34,22.33,23.21,177.93
,827.87,99.4,42.495,153.99,91.62,95.35,22.35,23.19,178.0
126.24,827.7799999999999,99.39,42.48,153.99,91.69,95.33,22.35,23.259,177.91
126.26,827.87,99.37,42.5,154.0,91.7,95.32,,,177.94999999999996
126.23,827.46,99.32,42.5,154.05,91.687,95.3,22.36,23.22,177.84
126.2,827.5499999999998,,42.495,154.01,91.66,95.3,22.36,23.23,177.99
126.18,827.97,,42.5,154.05,91.69,95.3,22.39,23.24,177.89
126.21,828.07,99.27,42.505,154.035,91.69,95.3,,23.24,177.93
126.24,827.99,,42.505,154.01,,95.3,,23.24,178.17
126.29,828.0,99.29,42.49,154.02,91.67,95.28,,,
126.29,828.1699999999998,99.25,42.48,154.015,,95.27,22.4,23.25,178.0
126.3,828.06,99.27,42.48,154.12,91.72,95.27,,,177.89
126.24,828.01,99.25,42.47,154.1,91.75,95.23,,23.25,177.83
126.16,827.82,99.215,42.45,153.9,91.7,95.205,22.38,23.22,177.65
126.14,827.85,99.17,42.445,153.94999999999996,91.61000000000001,95.205,22.36,23.2,177.64
126.17,827.59,99.19,42.47,153.96,91.57,95.21,22.37,23.24,177.81
126.14,827.6039999999999,99.05,42.475,154.07,,95.175,,23.25,
126.13,827.61,99.08,42.49,,91.55,95.17,,,177.8326
126.12,827.6499999999999,99.11000000000003,42.5,154.07,91.505,95.195,,23.25,
126.18,827.6699999999998,99.11000000000003,42.5,154.1116,91.57,,22.39,23.26,177.77
126.14,827.4905,99.14,42.49,154.16,91.54,95.17,,,177.78
126.16,827.3427,99.12,42.49,153.995,,95.17,,23.27,177.77
126.15,827.51,99.11000000000003,,154.0,91.537,,,23.26,177.78
126.21,827.62,99.12,42.455,154.06,91.57,95.24,22.36,,177.62
126.14,827.25,99.06,42.45,154.02,91.6,,22.39,23.27,177.47
,827.1311,99.05,42.445,,91.58,,22.36,23.25,177.49
126.09,827.3169,99.1,42.44,154.09,91.61000000000001,95.21,22.39,23.24,177.56
126.15,827.62,,42.43,154.155,91.61000000000001,95.22,22.38,23.24,177.55
126.19,827.57,99.13,42.45,154.16,,95.22,,,177.66
126.23,827.85,99.13,42.49,,91.68,95.26,22.39,23.25,177.65
126.18,827.3999999999999,99.1,42.47,,91.67,95.26,22.4,23.25,177.65
126.25,827.43,99.1,42.5,154.205,91.695,95.27,22.39,23.26,177.66
126.25,828.2,99.14,42.51,154.17,91.7,95.32,,,177.91
126.24,828.21,99.15,42.51,154.18,91.66,,22.41,23.26,177.86
126.26,827.8999999999999,99.16,42.51,154.17,,95.3,22.42,23.29,177.82
126.24,828.09,99.14,42.52,154.16,91.72,95.31,22.42,23.31,177.88
126.23,828.315,99.145,42.525,154.16,91.7,95.3,,,177.87
126.24,828.38,99.141,42.525,154.16,91.68,95.3,,23.33,177.97
126.26,828.12,99.11000000000003,42.5,,,95.29,,23.33,177.97999999999996
126.21,827.9199999999998,99.14,42.51,154.19,,95.27,22.45,23.31,177.96
126.23,828.0299999999999,99.114,42.51,,91.68,,,23.32,178.07
126.22,828.3263,99.105,42.505,154.18,91.7,95.28,22.46,23.31,
126.24,828.0,99.08,42.49,154.21,91.71,95.23,22.45,23.293000000000006,178.0278
126.16,827.9149999999998,,42.5,154.22,91.69,95.23,,23.31,177.97
126.16,828.12,99.1,42.515,,,,22.45,23.305,177.96
126.16,828.19,99.14,42.49,154.22,91.73,95.23,22.44,,178.04
126.18,828.74,99.16,42.455,154.24,91.775,,,,177.99
,828.1,99.14,42.46,154.17,,,22.45,23.32,177.97999999999996
126.15,828.0933,,42.475,154.14,91.78,95.24,22.45,23.3125,
126.18,828.2799999999999,99.15,42.48,154.11,91.75,,22.45,,177.99
126.17,828.51,99.165,42.49,154.12,,95.26,22.48,23.33,
126.22,828.8732,99.19,42.49,154.165,91.8,95.28,22.46,23.31,178.12
126.25,828.86,99.2,42.49,154.12,91.84,95.26,22.45,23.32,178.15
126.21,828.85,,42.49,154.19,91.8799,95.28,,23.31,
126.2,828.85,99.19,42.48,,91.81,95.26,,23.31,178.16
126.24,828.995,99.19,42.5,154.21,91.8,95.25,22.45,23.31,
126.22,829.25,99.183,42.51,154.19,,95.28,22.45,23.31,178.16
126.2,829.48,,42.51,154.19999999999996,91.77,,22.45,23.31,
126.22,829.5,99.21,42.5,154.28,,,22.46,,178.08
126.21,829.495,99.22,42.5,,91.82,,22.45,23.31,178.04
126.21,829.32,,42.5062,154.26,91.834,95.28,22.42,23.26,178.05
126.19,829.1499999999999,99.22,42.5,154.28,,,22.41,23.28,178.055
,829.2,99.2,42.47,154.29,91.8,95.26,,,178.05
126.2,829.27,99.17,42.475,,,95.28,,23.28,178.05
126.14,829.2899999999998,99.17,42.48,154.27,,95.27,,23.26,178.08
126.13,829.32,99.18,42.48,154.32,,95.27,,23.28,178.02
126.18,829.4099999999999,99.18,42.47,154.37,91.8,,,23.26,178.07
,829.2339999999999,99.18,42.475,154.38,91.8,,22.4,23.25,178.07
126.17,829.33,99.145,42.47,,,95.24,22.4,23.25,
126.22,829.26,99.15,42.465,154.44,91.78,95.25,,,178.06
126.22,829.23,99.155,42.465,,91.77,95.24,22.4,23.25,177.97
126.22,829.21,99.14,42.47,,91.77,,22.39,23.24,
126.17,829.24,99.16,42.46,154.47,,95.22,22.39,23.24,177.97
126.1,828.97,99.15,42.44,154.41,91.72,95.195,22.37,,177.85499999999996
126.13,828.44,99.14,42.46,154.33,91.71,95.19,22.37,23.21,177.785
126.14,828.49,99.2,42.47,154.31,91.71,95.18,22.37,23.22,177.87
126.16,828.8999999999999,99.195,42.46,154.28,91.73,95.21,22.37,23.21,177.82
126.15,828.9099999999999,,42.47,154.27,91.7228,,,23.23,177.82
126.13,829.1,99.2,42.47,,91.75,95.21,22.38,23.23,
126.16,829.11,,42.47,154.29,91.79,,22.38,23.25,177.94
126.14,828.77,99.19,42.47,154.295,91.78,95.19,22.4,23.245,177.81
126.12,828.87,99.145,42.42,154.19999999999996,91.755,95.16,22.38,23.245,177.66
126.14,828.7999999999998,99.18,42.42,154.225,91.79,,,,177.71
126.08,828.86,99.163,42.435,154.22999999999996,,,,,177.72999999999996
,828.6649999999998,,42.45,,,,,23.24,177.72
126.13,829.0,99.21,42.46,154.2504,,95.18,,23.24,177.75
126.14,829.07,99.21,42.475,154.29,,,22.4,23.22,177.69
,829.1124999999998,99.18,42.46,154.22999999999996,,95.21,22.4,,
126.13,829.1499999999999,99.24,42.455,154.21,,95.18,22.38,23.22,177.72
126.13,828.59,99.19,42.43,154.18,91.69,95.14,22.37,23.21,177.64
126.14,828.76,99.2,42.43,154.17,91.54,,,23.22,177.72
126.15,828.7899999999998,99.21,42.455,154.19,91.42,,,23.23,177.74
,828.7899999999998,99.19,42.46,154.15,91.5,,22.38,23.235,177.78
126.13,829.14,99.19,42.465,154.18,91.47,,22.37,,177.81
126.19,829.4099999999999,99.22,42.47,154.32,91.5,95.17,22.35,23.22,177.77
126.23,829.01,99.23,42.46,,91.5,95.15,22.37,23.21,
126.23,829.0,99.2,42.46,154.26,91.49,,,23.215,
126.26,828.63,99.26,42.49,154.36,91.28,95.19,22.39,23.22,177.918
126.23,828.6501,,42.48,,91.07,95.17,22.39,23.22,
126.22,828.98,99.274,42.49,154.42,90.9825,,22.39,,177.89
126.3,829.01,99.3,42.5,154.44999999999996,90.56,95.18,,,177.91
126.26,829.085,99.3,42.5,154.44,90.8,95.22,22.38,23.23,177.92
126.3,828.64,99.27,42.5,154.455,91.0,,22.38,23.2,
126.31,828.6705,99.26,42.5,,91.0855,95.19,22.4,23.24,177.97
,828.62,,42.5,154.42,91.0,95.19,,23.23,177.97999999999996
126.32,828.7899999999998,99.25,42.51,154.5,90.99,95.24,22.42,23.24,177.99
126.29,,,42.51,154.57,91.01,95.23,,23.25,178.03
126.32,828.61,99.27,42.51,154.46,91.01,95.26,22.41,23.27,178.06
126.24,,99.26,42.49,154.46,91.0,95.24,,23.27,177.97999999999996
,828.68,99.263,42.49,,90.99,95.24,,,177.99
126.26,828.76,99.3,42.49,154.44999999999996,91.2528,95.26,22.44,23.275,178.03
126.27,829.12,99.32,42.49,,91.165,95.27,,,177.94999999999996
126.23,828.75,99.35,42.49,154.455,91.0,95.26,22.45,23.29,177.89
126.27,828.75,99.35,42.49,154.44999999999996,91.06,95.24,22.44,23.2807,177.92
126.28,828.68,99.36000000000003,42.47,154.445,91.1,95.295,22.45,23.29,177.99
,828.75,99.33,42.46,,91.07,95.24100000000003,,23.29,177.91
126.26,,99.3,42.47,,91.03,95.28,22.45,23.31,177.86
126.29,829.09,99.3499,42.49,154.49,91.1,95.29,22.5,23.33,178.08
126.25,828.965,99.294,42.49,154.49,91.095,,,,177.89
126.29,828.7999999999998,99.293,42.49,154.52,91.095,,,,
126.25,828.7999999999998,99.31,42.49,154.52,91.08,,,23.35,177.96
126.31,828.57,99.31,42.475,154.485,,,22.51,23.35,177.96
126.3,828.9199999999998,99.312,42.4925,154.5,91.085,95.31,22.54,23.35,177.91
126.31,828.77,99.32,42.485,,91.08,,,23.37,177.97999999999996
,,99.33,42.53,154.5,91.08,95.29,,23.39,177.9717
126.34,828.6499999999999,99.36000000000003,42.55,154.5,91.11000000000001,95.27,22.53,23.37,178.0
126.3225,828.45,99.38,42.57,154.44,91.175,95.26,22.52,23.36,177.94999999999996
126.35,828.47,99.4,42.58,154.41,91.175,95.27,22.55,23.41,177.97999999999996
,828.71,99.402,42.6,154.51,91.225,,22.58,,
126.36000000000003,828.5499999999998,99.38,42.595,,91.24,95.27,22.61,23.43,
126.48,828.95,,42.6,154.52,91.33,95.26,22.58,23.425,
126.465,828.85,99.37,42.6,154.52,91.305,,22.595,,177.97
126.4855,828.7,99.38,42.59,154.56,91.32,95.28,22.59,23.45,177.945
126.41,828.52,,42.61,154.61,91.17,95.25,22.61,23.46,
126.46,828.64,99.41,42.61,154.6,91.16,95.25,22.61,23.44,177.94999999999996
126.41,828.6699999999998,99.38,42.61,154.55,91.115,95.23,,,177.99
126.33,828.26,99.39,42.6,,91.16,95.22,22.57,23.42,177.9
126.33,828.2899999999998,99.42,42.5893,154.555,91.14,95.22,22.55,23.4,177.94
126.33,828.68,,42.61,154.58,91.145,95.23,,23.44,177.885
126.36000000000003,828.63,99.45,42.61,,91.08,95.24,22.59,23.44,177.92
126.35,828.46,99.444,42.61,154.635,91.17,95.27,22.61,23.46,177.88
126.38,828.45,99.46,42.6,154.6603,91.14,95.27,,,177.74
,828.33,99.453,42.6,154.66,91.16,95.27,22.62,23.47,177.69999999999996
126.34,828.49,99.48,42.61,154.655,,,22.62,23.47,177.69999999999996
,828.49,99.45,42.615,154.63,91.16,,22.6,23.47,177.565
126.365,828.57,99.455,42.63,154.63,91.16,95.24,22.63,23.47,177.38
126.38,828.7,,42.61,154.53,91.15,95.258,,23.48,177.38
126.37,828.7799999999999,99.455,42.61,154.6,91.17,95.27,22.66,23.49,177.37
126.37,828.6683,99.47,42.62,,91.19,95.27,22.665,23.4901,
126.34,829.1,99.452,42.615,154.60499999999996,91.21,95.27,22.66,23.52,177.455
126.32,829.034,99.45,42.6,,91.2,,22.675,23.54,177.4695
126.32,829.35,99.5,42.575,154.57,91.17,95.23,22.68,23.54,177.4
126.3,829.2063,99.55,42.58,154.61,91.2,95.23,,23.54,177.39
126.32,829.2999999999998,99.52,42.6,154.565,91.2,95.23,22.69,23.53,177.47999999999996
126.3,829.0603,99.48,42.58,154.46,91.2,95.2,,,177.61
126.31,829.07,99.45,42.59,154.41,91.19,,22.65,23.525,177.51
,829.13,99.44,42.595,154.405,91.2,95.17,22.61,23.48,
126.35,829.1,99.46,42.61,154.44,91.17,95.17,22.63,23.48,177.61
126.36000000000003,829.33,99.46,42.605,154.46,91.2,95.163,,23.48,177.52
126.27,829.24,99.45,42.59,154.41,91.12,95.16,22.63,23.48,177.47
126.31,829.2,99.444,42.61,,91.15,95.17,,,177.53
126.31,829.1649999999998,99.444,42.61,154.41,91.14,95.155,22.65,23.475,177.53
126.34,829.21,99.45,42.62,154.36,91.1,95.13,22.65,23.5,177.54
126.33,829.19,99.4338,42.62,154.33,91.09,95.12,22.66,23.51,177.5775
,829.1,99.437,42.63,154.26,91.08,95.12,,,177.66
126.33,829.27,99.5,42.635,154.24,91.09,95.11000000000003,22.7,23.54,
126.36000000000003,829.1782,99.49400000000003,42.64,154.28,91.1,95.09,22.69,23.54,177.91
126.36000000000003,829.22,99.5,42.645,154.25,91.12,95.1028,22.695,23.54,177.74
126.39,829.26,,42.64,154.295,91.15,95.1,22.71,23.58,
126.4,829.22,99.515,42.645,,91.21,95.13,22.715,23.6,177.74
,829.45,99.525,42.64,154.365,91.205,95.1364,22.73,23.59,177.81
126.4375,829.3725,,42.635,154.365,91.2,95.11000000000003,22.74,23.6,177.8
126.44,829.51,99.54,42.63,154.34,91.14,95.105,,23.59,177.7932
126.46,829.4912,99.53,42.635,154.35,91.17,95.11000000000003,22.74,23.5701,
,829.81,99.54,42.65,,91.17,95.12,22.77,23.6,177.76
126.47,829.96,99.54,42.68,154.5,91.23,95.15,22.77,23.62,177.82
126.48,830.1499999999999,99.58,42.69,154.57,91.18,95.14,22.78,23.6207,177.89
126.5,830.2,,42.68,154.585,91.17,95.11000000000003,22.785,23.63,177.89
126.51,830.24,99.58,42.67,154.47,91.17,95.09,22.7675,23.623,
126.515,830.125,99.53,42.67,154.5,91.18,95.08,22.78,23.63,177.7997
,830.19,99.55,42.69,154.5213,91.18,95.08,22.77,23.626,177.785
126.515,830.1989999999998,99.54,42.68,154.62,91.17,95.11000000000003,22.76,23.6,177.88
126.535,830.385,99.55,42.705,154.59,91.2,95.12,22.76,23.6214,177.93
126.55,830.4045,99.55,42.7,154.61,91.2,95.13,22.82,23.68,178.02
126.53,830.2899999999998,,42.7,,91.21,95.12,,23.68,177.94
126.49,830.18,99.555,42.7,154.56,91.15,95.1075,22.8242,23.675,
126.5,829.8999999999999,99.52,42.695,154.525,91.15,95.11000000000003,,23.675,
,829.88,99.53,42.7,154.5294,91.17,95.1,22.8,23.65,177.88
